"phi_0","gradPhi_0","gradPhi_1","Points:0","Points:1","Points:2"
-2.9448,1.0035,0.26363,-1.9664,1.0547,0
-2.9546,1.0028,0.26672,-1.9677,1.0223,0
-2.2573,1.0236,0.52701,-1.2157,0.83296,0
-2.2623,1.0342,0.51154,-1.2307,0.85316,0
-2.3092,0.99614,0.50591,-1.2528,0.80517,0
-2.2835,1.0094,0.51664,-1.2343,0.81906,0
-2.2854,1.0208,0.50437,-1.246,0.8387,0
-2.3081,1.0079,0.49677,-1.2613,0.82424,0
-2.9076,0.84509,0.034734,-1.7068,0.058911,0
-2.9055,0.84226,0.017472,-1.7034,0.029455,0
-2.8247,0.7797,0.019885,-1.6039,0.029653,0
-2.8268,0.78349,0.039463,-1.6078,0.059306,0
-2.8547,0.80896,0.056082,-1.6445,0.088761,0
-2.8816,0.82906,0.053783,-1.6774,0.088564,0
-2.88,0.82538,0.036121,-1.6738,0.059042,0
-2.8779,0.82224,0.018179,-1.6702,0.029521,0
-2.8509,0.80142,0.018982,-1.6371,0.029587,0
-2.8531,0.80486,0.037691,-1.6408,0.059174,0
-1.344,1.5804,0.38467,-0.72501,1.3557,0
-1.3564,1.5685,0.36198,-0.73969,1.3843,0
-1.4118,1.5402,0.35753,-0.77652,1.3895,0
-1.4542,1.5223,0.37438,-0.79866,1.3662,0
-1.4344,1.5415,0.42444,-0.77008,1.3063,0
-1.3892,1.5616,0.40482,-0.74754,1.331,0
-1.4002,1.5507,0.38063,-0.76203,1.3602,0
-1.444,1.5317,0.3988,-0.78437,1.3362,0
-2.9075,1.0058,0.23945,-1.9697,1.2153,0
-2.8733,1.012,0.23709,-1.9395,1.2307,0
-2.8508,1.0151,0.22,-1.9352,1.31,0
-2.8847,1.0075,0.22053,-1.9676,1.305,0
-2.8997,1.0063,0.23354,-1.969,1.2452,0
-2.8656,1.013,0.23171,-1.938,1.2571,0
-2.8582,1.0141,0.22599,-1.9366,1.2835,0
-2.8921,1.0069,0.22722,-1.9683,1.2751,0
-0.19969,1.9124,0.065642,-0.10407,1.4914,0
-0.21741,1.9345,0.078113,-0.11191,1.4548,0
-0.13362,1.9231,0.045071,-0.069377,1.4831,0
-0.14549,1.9463,0.053515,-0.074608,1.4477,0
-0.07299,1.9557,0.027422,-0.037304,1.4405,0
-0.067038,1.9318,0.023155,-0.034688,1.4749,0
-0.92664,1.7818,0.33127,-0.47979,1.3693,0
-0.95855,1.7584,0.32355,-0.50128,1.388,0
-1.0984,1.7279,0.41344,-0.56361,1.3035,0
-1.0678,1.7572,0.43237,-0.53981,1.2776,0
-0.98837,1.7969,0.41195,-0.49678,1.2847,0
-0.9408,1.8026,0.37425,-0.47754,1.3177,0
-0.97284,1.7756,0.36366,-0.4998,1.3388,0
-1.0045,1.7501,0.35267,-0.52206,1.3598,0
-1.0511,1.7399,0.38266,-0.54283,1.3317,0
-1.0199,1.7674,0.39738,-0.51981,1.3082,0
-2.6811,0.99815,0.31615,-1.6521,0.86908,0
-2.6806,1.0035,0.31397,-1.6583,0.89057,0
-2.7003,1.0085,0.30635,-1.6859,0.91664,0
-2.7204,1.0085,0.30155,-1.7072,0.92122,0
-2.7505,1.0031,0.29775,-1.7304,0.89865,0
-2.7605,0.99774,0.29781,-1.7323,0.8715,0
-2.7409,0.99222,0.30352,-1.7047,0.84543,0
-2.7113,0.99225,0.31043,-1.6753,0.84651,0
-2.7076,0.99789,0.30946,-1.6788,0.86989,0
-2.7039,1.0033,0.3081,-1.6824,0.89326,0
-2.7272,1.0032,0.30269,-1.7064,0.89596,0
-2.734,0.99777,0.30335,-1.7056,0.87069,0
-2.6975,1.0434,0.26309,-1.7535,1.1684,0
-2.7148,1.0381,0.267,-1.763,1.1407,0
-2.7019,1.0369,0.27605,-1.7411,1.1044,0
-2.6717,1.0407,0.28228,-1.7097,1.096,0
-2.6542,1.0468,0.27899,-1.7005,1.1239,0
-2.6368,1.0531,0.2752,-1.6913,1.1518,0
-2.6672,1.0482,0.26885,-1.7224,1.1601,0
-2.6845,1.0425,0.2727,-1.7318,1.1323,0
-1.3572,1.5178,0.05161,-0.80546,1.8985,0
-1.308,1.534,0.047195,-0.77347,1.9065,0
-1.3656,1.5138,0.018518,-0.81248,1.9635,0
-1.3854,1.5076,0.037156,-0.82496,1.927,0
-1.3361,1.5241,0.034246,-0.79253,1.9323,0
-1.2862,1.5405,0.03129,-0.76009,1.9377,0
-1.2648,1.547,0.015567,-0.74671,1.9688,0
-1.3155,1.5305,0.017052,-0.7796,1.9662,0
-0.64148,2.072,0.39098,-0.29402,1.1779,0
-0.58445,2.0754,0.34755,-0.27006,1.1978,0
-0.54727,2.0387,0.29723,-0.25932,1.2447,0
-0.56606,2.0045,0.28837,-0.27253,1.2717,0
-0.63401,1.9719,0.31186,-0.30768,1.2782,0
-0.68401,1.969,0.34585,-0.32962,1.2576,0
-0.72273,1.9952,0.39863,-0.34037,1.2107,0
-0.71095,2.0289,0.41689,-0.32917,1.1844,0
-0.65566,2.0349,0.37556,-0.30588,1.2045,0
-0.60109,2.0381,0.33563,-0.2826,1.2246,0
-0.6176,2.0037,0.32372,-0.29514,1.2514,0
-0.66983,2.0007,0.36052,-0.31776,1.2311,0
-0.8846,1.6609,0.043971,-0.50841,1.8962,0
-0.83045,1.6751,0.045021,-0.47576,1.8893,0
-0.8602,1.6653,0.028706,-0.4945,1.9308,0
-0.80536,1.6789,0.029284,-0.46162,1.9262,0
-0.78078,1.6832,0.014295,-0.44748,1.9631,0
-0.83626,1.67,0.01406,-0.48058,1.9654,0
-2.9938,0.90036,0.031433,-1.8055,0.058252,0
-2.992,0.89836,0.015781,-1.8028,0.029126,0
-2.9372,0.86702,0.049909,-1.7429,0.088037,0
-2.9659,0.88508,0.048302,-1.7756,0.087707,0
-2.9644,0.88247,0.032378,-1.7726,0.058471,0
-2.9625,0.88021,0.016266,-1.7696,0.029236,0
-2.9337,0.86153,0.016826,-1.7365,0.029346,0
-2.9357,0.86406,0.033473,-1.7397,0.058691,0
-2.0479,1.2727,0.014023,-1.3031,1.969,0
-2.0525,1.271,0.028007,-1.3063,1.9379,0
-2.0108,1.2859,0.02877,-1.2736,1.9372,0
-1.9686,1.3009,0.029539,-1.2409,1.9364,0
-1.9629,1.303,0.014793,-1.2371,1.9682,0
-2.0056,1.2878,0.014406,-1.2701,1.9686,0
-0.16126,1.8233,0.030118,-0.088285,1.6863,0
-0.16365,1.8343,0.033966,-0.089044,1.6551,0
-0.053146,1.8212,0.0093001,-0.029175,1.7058,0
-0.10615,1.8178,0.018142,-0.058351,1.7117,0
-0.10769,1.8283,0.020646,-0.058857,1.6798,0
-0.10932,1.84,0.023312,-0.059363,1.6479,0
-0.054765,1.8447,0.011976,-0.029682,1.6406,0
-0.053932,1.8323,0.010596,-0.029429,1.6732,0
-2.2207,1.033,0.55352,-1.1802,0.8332,0
-2.1879,1.0551,0.56296,-1.1597,0.85366,0
-2.1619,1.087,0.54953,-1.1573,0.89579,0
-2.17,1.095,0.52881,-1.1754,0.91746,0
-2.2012,1.0741,0.52415,-1.1938,0.89603,0
-2.232,1.0538,0.51839,-1.2122,0.8746,0
-2.2261,1.0439,0.53564,-1.1962,0.8539,0
-2.1943,1.0651,0.54316,-1.1767,0.87485,0
-0.15725,1.797,0.020021,-0.087368,1.7805,0
-0.15807,1.8046,0.023194,-0.087447,1.749,0
-0.052257,1.7957,0.0059413,-0.029096,1.804,0
-0.10444,1.7935,0.0116,-0.058192,1.808,0
-0.10494,1.8004,0.013699,-0.058245,1.7759,0
-0.10551,1.8085,0.015876,-0.058298,1.7438,0
-0.052813,1.8115,0.008136,-0.029149,1.7386,0
-0.052517,1.803,0.0070177,-0.029123,1.7713,0
-2.3053,1.1233,0.36158,-1.3766,1.1197,0
-2.3345,1.1099,0.36184,-1.3957,1.0978,0
-2.3129,1.1121,0.37481,-1.3714,1.0833,0
-2.2915,1.1141,0.38847,-1.3472,1.0687,0
-2.2636,1.1287,0.38715,-1.3305,1.0924,0
-2.2844,1.126,0.37405,-1.3536,1.106,0
-2.8126,1.0217,0.1918,-1.9204,1.4221,0
-2.8552,1.0107,0.19404,-1.9602,1.411,0
-2.825,1.0195,0.2017,-1.9253,1.3847,0
-2.8647,1.0096,0.20332,-1.9627,1.3757,0
-2.8745,1.0085,0.21215,-1.9651,1.3403,0
-2.8377,1.0172,0.21111,-1.9303,1.3474,0
-2.0897,1.2066,0.40494,-1.206,1.1646,0
-2.1212,1.1958,0.39201,-1.2342,1.1705,0
-2.1668,1.1671,0.40683,-1.255,1.1181,0
-2.1391,1.1747,0.42185,-1.228,1.1085,0
-2.1143,1.1909,0.4138,-1.217,1.1365,0
-2.1439,1.1816,0.39974,-1.2446,1.1443,0
-2.2271,0.97493,0.60789,-1.1404,0.75322,0
-2.1906,1.001,0.62482,-1.1166,0.77443,0
-2.2242,0.9961,0.58957,-1.1536,0.77988,0
-2.1889,1.0208,0.60371,-1.131,0.80084,0
-2.188,1.0388,0.58309,-1.1453,0.82725,0
-2.2221,1.0154,0.57143,-1.1669,0.80654,0
-2.8146,1.0181,0.16239,-1.9398,1.5226,0
-2.847,1.009,0.16543,-1.9699,1.5113,0
-2.7734,1.0315,0.18007,-1.8903,1.4667,0
-2.7776,1.0296,0.16989,-1.9,1.5003,0
-2.8136,1.0195,0.17247,-1.9333,1.4891,0
-2.8494,1.0096,0.17528,-1.9667,1.4779,0
-2.8521,1.0102,0.18483,-1.9634,1.4445,0
-2.8129,1.0207,0.18229,-1.9269,1.4556,0
-2.8033,1.0186,0.13348,-1.9422,1.6149,0
-2.8337,1.0093,0.13564,-1.9711,1.6075,0
-2.7787,1.0277,0.15035,-1.9109,1.5634,0
-2.7756,1.028,0.141,-1.9121,1.5929,0
-2.8068,1.0185,0.14332,-1.9414,1.5841,0
-2.8378,1.0092,0.1458,-1.9707,1.5754,0
-2.8422,1.0091,0.15574,-1.9703,1.5433,0
-2.8106,1.0183,0.15296,-1.9406,1.5534,0
-2.3728,1.1592,0.034931,-1.5695,1.9122,0
-2.3351,1.1722,0.03531,-1.5371,1.9125,0
-2.2942,1.1864,0.02383,-1.5032,1.9419,0
-2.2918,1.1873,0.011925,-1.5016,1.971,0
-2.3709,1.16,0.023302,-1.5685,1.9415,0
-2.3328,1.1731,0.023561,-1.5359,1.9417,0
-2.3308,1.1738,0.011791,-1.5346,1.9708,0
-2.3693,1.1605,0.01166,-1.5676,1.9707,0
-2.4725,0.98825,0.40156,-1.4252,0.82181,0
-2.4878,0.97118,0.402,-1.4268,0.78769,0
-2.4747,0.95384,0.41681,-1.3992,0.75475,0
-2.4462,0.95455,0.43363,-1.3699,0.75592,0
-2.4323,0.97177,0.43351,-1.3687,0.78539,0
-2.4184,0.98858,0.4323,-1.3675,0.81486,0
-2.4454,0.98826,0.4164,-1.3963,0.81833,0
-2.4601,0.97129,0.41724,-1.3978,0.78654,0
-2.2259,1.1891,0.26843,-1.3772,1.3726,0
-2.208,1.1986,0.25494,-1.3701,1.4089,0
-2.2395,1.191,0.23333,-1.4046,1.4481,0
-2.2879,1.1751,0.226,-1.4461,1.451,0
-2.3337,1.1585,0.23018,-1.4805,1.4266,0
-2.3321,1.1569,0.24131,-1.4735,1.3992,0
-2.302,1.1628,0.26165,-1.4391,1.36,0
-2.2731,1.1708,0.27133,-1.4116,1.3481,0
-2.2615,1.178,0.25894,-1.4093,1.3815,0
-2.2503,1.1847,0.24626,-1.4069,1.4148,0
-2.2922,1.1714,0.23801,-1.4437,1.4207,0
-2.2969,1.1673,0.24989,-1.4414,1.3903,0
-2.2841,0.78809,0.69086,-1.0798,0.5833,0
-2.2798,0.82737,0.66739,-1.0996,0.61304,0
-2.3557,0.78032,0.59305,-1.1578,0.56675,0
-2.3538,0.73859,0.61634,-1.1313,0.5366,0
-2.3197,0.76141,0.65398,-1.1056,0.55995,0
-2.3186,0.80181,0.63044,-1.1287,0.58989,0
-2.0056,1.2601,0.35635,-1.1743,1.2826,0
-1.9981,1.2666,0.34068,-1.1764,1.3119,0
-2.0289,1.2576,0.31789,-1.2086,1.3417,0
-2.0663,1.2431,0.31075,-1.2387,1.3423,0
-2.1093,1.2236,0.31746,-1.2663,1.3139,0
-2.1157,1.2174,0.33121,-1.2639,1.285,0
-2.0866,1.2241,0.35381,-1.2316,1.2551,0
-2.0503,1.2381,0.36288,-1.2019,1.2542,0
-2.0427,1.2452,0.34785,-1.2041,1.2834,0
-2.0356,1.2517,0.33285,-1.2064,1.3125,0
-2.0726,1.2374,0.3251,-1.2364,1.3132,0
-2.0794,1.231,0.33946,-1.234,1.2842,0
-2.4365,0.91872,0.45575,-1.3331,0.70045,0
-2.427,0.93764,0.45415,-1.3369,0.72878,0
-2.511,0.93659,0.40253,-1.4232,0.72166,0
-2.5189,0.91872,0.40284,-1.4179,0.68975,0
-2.464,0.9181,0.43708,-1.3614,0.69688,0
-2.4551,0.93669,0.43587,-1.3656,0.7264,0
-2.483,0.93639,0.4187,-1.3944,0.72403,0
-2.4915,0.91809,0.41944,-1.3896,0.69332,0
-2.5608,0.89908,0.38209,-1.4455,0.64684,0
-2.5945,0.89925,0.36341,-1.4784,0.63584,0
-2.6136,0.88272,0.35242,-1.485,0.59888,0
-2.5999,0.86315,0.35903,-1.4587,0.57291,0
-2.5578,0.88446,0.38507,-1.4324,0.62424,0
-2.5858,0.88314,0.36841,-1.4587,0.61156,0
-2.5776,0.86562,0.37321,-1.439,0.58727,0
-2.5551,0.869,0.38767,-1.4193,0.60163,0
-1.9752,1.2953,0.16763,-1.224,1.6449,0
-1.9664,1.2992,0.15262,-1.2212,1.6767,0
-2.0867,1.2559,0.13917,-1.3169,1.6902,0
-2.094,1.2524,0.15265,-1.3192,1.6597,0
-2.0631,1.2625,0.17149,-1.29,1.6239,0
-2.0239,1.2766,0.17701,-1.2584,1.6184,0
-2.0152,1.2807,0.16256,-1.2557,1.6498,0
-2.007,1.2844,0.14807,-1.2531,1.6812,0
-2.047,1.27,0.14359,-1.285,1.6857,0
-2.0548,1.2664,0.15756,-1.2875,1.6548,0
-0.83141,1.8558,0.34879,-0.41754,1.3166,0
-0.86309,1.8304,0.34397,-0.43792,1.3336,0
-0.94747,1.8228,0.40909,-0.47269,1.2782,0
-0.90593,1.8491,0.40498,-0.4486,1.2716,0
-0.86838,1.8531,0.37637,-0.43307,1.2941,0
-0.90486,1.8274,0.37581,-0.4553,1.3059,0
-2.466,1.1225,0.17774,-1.6148,1.5291,0
-2.4936,1.1144,0.16979,-1.642,1.5454,0
-2.5469,1.0978,0.16997,-1.6885,1.5344,0
-2.5727,1.0895,0.17752,-1.7077,1.5072,0
-2.5725,1.0885,0.19137,-1.7005,1.4657,0
-2.5463,1.0956,0.19825,-1.674,1.4514,0
-2.4928,1.1134,0.18488,-1.6345,1.5032,0
-2.5199,1.1056,0.17728,-1.6615,1.5188,0
-2.5462,1.097,0.18447,-1.681,1.4922,0
-2.5196,1.1044,0.19172,-1.6542,1.4773,0
-2.786,0.97992,0.29533,-1.7318,0.78375,0
-2.7782,0.98624,0.29668,-1.733,0.81405,0
-2.7983,0.99368,0.29187,-1.7636,0.84862,0
-2.8263,0.99489,0.28713,-1.7929,0.85289,0
-2.8522,0.9804,0.2823,-1.7925,0.76071,0
-2.8229,0.97698,0.28735,-1.7615,0.75708,0
-2.8147,0.98266,0.2896,-1.7622,0.78759,0
-2.8066,0.98825,0.29111,-1.7629,0.81811,0
-2.835,0.99016,0.28626,-1.7928,0.82217,0
-2.8436,0.98532,0.28465,-1.7926,0.79144,0
-2.2896,1.1368,0.34861,-1.3755,1.1601,0
-2.3036,1.1364,0.3369,-1.3934,1.1787,0
-2.3497,1.1227,0.32603,-1.4336,1.1768,0
-2.3814,1.1103,0.326,-1.456,1.1563,0
-2.3961,1.0983,0.33702,-1.4572,1.1158,0
-2.3796,1.0978,0.349,-1.436,1.0959,0
-2.3499,1.1104,0.34942,-1.4158,1.1173,0
-2.3199,1.1234,0.34929,-1.3956,1.1387,0
-2.3347,1.1233,0.33745,-1.4146,1.1577,0
-2.3655,1.1106,0.33748,-1.4359,1.1368,0
-2.4831,1.1025,0.26014,-1.5824,1.2872,0
-2.4454,1.1146,0.25921,-1.553,1.307,0
-2.4227,1.1249,0.24838,-1.5417,1.347,0
-2.4381,1.1221,0.23897,-1.5599,1.3672,0
-2.488,1.1034,0.25163,-1.5922,1.3107,0
-2.4554,1.1139,0.25011,-1.567,1.3288,0
-2.4657,1.1129,0.24112,-1.581,1.3507,0
-2.4931,1.104,0.24311,-1.6021,1.3341,0
-2.1036,1.244,0.21079,-1.3084,1.5328,0
-2.0649,1.2578,0.21753,-1.2765,1.5271,0
-2.0117,1.2787,0.21061,-1.2387,1.5519,0
-1.9978,1.285,0.19667,-1.2328,1.5825,0
-2.1147,1.243,0.17896,-1.3277,1.599,0
-2.1281,1.237,0.19169,-1.334,1.5688,0
-2.0897,1.2505,0.19784,-1.3022,1.5632,0
-2.0509,1.2644,0.20415,-1.2705,1.5575,0
-2.0372,1.2707,0.19065,-1.2644,1.588,0
-2.0762,1.2566,0.18474,-1.2961,1.5935,0
-2.5248,1.1072,0.096656,-1.6936,1.7419,0
-2.525,1.1072,0.082891,-1.6968,1.7791,0
-2.612,1.0785,0.10447,-1.7707,1.7129,0
-2.5688,1.0926,0.10727,-1.7305,1.7088,0
-2.5668,1.0933,0.094508,-1.7319,1.7443,0
-2.5652,1.0939,0.081628,-1.7333,1.7797,0
-2.6049,1.0806,0.080491,-1.7699,1.7803,0
-2.6082,1.0796,0.092538,-1.7703,1.7466,0
-1.7265,1.3889,0.37905,-0.97545,1.3263,0
-1.6841,1.4095,0.36967,-0.95068,1.3471,0
-1.649,1.4254,0.33654,-0.93892,1.3992,0
-1.6573,1.421,0.31455,-0.95193,1.4305,0
-1.7058,1.3993,0.30384,-0.98842,1.4402,0
-1.7451,1.3818,0.31374,-1.0119,1.4186,0
-1.7784,1.3658,0.34375,-1.0237,1.3665,0
-1.7732,1.3671,0.36524,-1.0119,1.336,0
-1.7321,1.3868,0.35646,-0.9876,1.3571,0
-1.6907,1.4063,0.34688,-0.96326,1.3781,0
-1.6979,1.4029,0.32496,-0.97584,1.4091,0
-1.7383,1.3845,0.33471,-0.99975,1.3878,0
-2.4434,1.134,0.10517,-1.6196,1.7272,0
-2.4845,1.1203,0.10775,-1.655,1.716,0
-2.4979,1.1156,0.12007,-1.6635,1.6813,0
-2.4708,1.1241,0.13007,-1.6366,1.6578,0
-2.4249,1.1389,0.13554,-1.5952,1.6499,0
-2.4062,1.1454,0.13065,-1.5806,1.6654,0
-2.3921,1.1507,0.11794,-1.5721,1.7001,0
-2.3969,1.1494,0.11024,-1.5781,1.7193,0
-2.4308,1.1379,0.11358,-1.6066,1.7066,0
-2.4645,1.1266,0.11686,-1.6351,1.694,0
-2.4447,1.1328,0.12612,-1.6151,1.6719,0
-2.4185,1.1417,0.12208,-1.5936,1.686,0
-2.453,1.0843,0.32313,-1.5084,1.1128,0
-2.4928,1.0712,0.32029,-1.5385,1.0898,0
-2.5075,1.0583,0.32991,-1.5379,1.0428,0
-2.4832,1.0568,0.34364,-1.5073,1.0189,0
-2.449,1.0697,0.34612,-1.4835,1.0445,0
-2.4145,1.0835,0.34792,-1.4597,1.0702,0
-2.4336,1.0841,0.33521,-1.4841,1.0915,0
-2.4708,1.0708,0.33283,-1.511,1.0672,0
-1.1846,1.9704,0.98234,-0.47154,0.9113,0
-1.157,1.9628,0.91402,-0.47169,0.94068,0
-1.2266,1.9013,0.95366,-0.50027,0.92534,0
-1.2949,1.837,0.98831,-0.52867,0.90969,0
-1.3253,1.8324,1.0588,-0.52837,0.87945,0
-1.2556,1.9027,1.023,-0.50013,0.89568,0
-2.3197,0.51973,0.82718,-0.9693,0.43931,0
-2.3326,0.44661,0.85475,-0.94659,0.411,0
-2.2285,0.61701,0.99486,-0.90067,0.49691,0
-2.2158,0.67438,0.95582,-0.91943,0.52242,0
-2.2525,0.61896,0.91679,-0.93637,0.49487,0
-2.2872,0.56731,0.87378,-0.953,0.46717,0
-2.3002,0.49967,0.90531,-0.93193,0.43994,0
-2.2655,0.55655,0.9521,-0.91662,0.46858,0
-2.4943,1.0379,0.35703,-1.4975,0.95786,0
-2.5289,1.0221,0.3543,-1.5183,0.9208,0
-2.5276,1.0064,0.36503,-1.5006,0.87446,0
-2.4923,1.0057,0.38157,-1.4621,0.86519,0
-2.4374,1.0373,0.38598,-1.4332,0.93124,0
-2.4657,1.0377,0.37092,-1.4653,0.94455,0
-2.4969,1.0218,0.3687,-1.483,0.90951,0
-2.465,1.0213,0.38443,-1.4476,0.89822,0
-2.0805,1.2436,0.27715,-1.2644,1.4025,0
-2.0917,1.2367,0.29049,-1.2666,1.3727,0
-1.9811,1.279,0.31181,-1.1774,1.3675,0
-1.9715,1.285,0.29852,-1.1761,1.3938,0
-1.9985,1.2767,0.27791,-1.204,1.4242,0
-2.0343,1.2631,0.27072,-1.2331,1.4283,0
-2.0446,1.2569,0.28416,-1.235,1.3996,0
-2.0553,1.2503,0.2975,-1.2368,1.371,0
-2.0184,1.2644,0.30463,-1.2071,1.3692,0
-2.0083,1.2707,0.29129,-1.2056,1.3967,0
-0.53663,1.7576,0.072533,-0.29967,1.7541,0
-0.59307,1.7455,0.076996,-0.33214,1.76,0
-0.65388,1.738,0.092605,-0.36585,1.7351,0
-0.65906,1.7439,0.10489,-0.36708,1.7045,0
-0.60779,1.7649,0.11111,-0.33569,1.6693,0
-0.55047,1.7784,0.10375,-0.30306,1.6648,0
-0.4881,1.7828,0.085783,-0.26935,1.6896,0
-0.4838,1.7754,0.076398,-0.26827,1.7189,0
-0.54093,1.7637,0.082517,-0.3008,1.7243,0
-0.59763,1.7512,0.087916,-0.33332,1.7297,0
-0.60253,1.7577,0.099278,-0.3345,1.6995,0
-0.54554,1.7707,0.092913,-0.30193,1.6946,0
-2.4132,1.1395,0.17847,-1.5696,1.5388,0
-2.388,1.1485,0.17061,-1.5515,1.5648,0
-2.3899,1.1492,0.15485,-1.5589,1.6053,0
-2.4168,1.1409,0.14748,-1.5843,1.6199,0
-2.4694,1.1236,0.14783,-1.6295,1.6101,0
-2.4953,1.1149,0.1551,-1.6494,1.5859,0
-2.468,1.1231,0.16261,-1.6228,1.5702,0
-2.4406,1.1313,0.1704,-1.5962,1.5545,0
-2.4153,1.1403,0.16276,-1.5775,1.5799,0
-2.4424,1.132,0.15517,-1.6035,1.595,0
-0.50209,1.811,0.11719,-0.27209,1.5998,0
-0.49722,1.8005,0.10611,-0.27126,1.6301,0
-0.66521,1.7592,0.13007,-0.3665,1.6433,0
-0.66616,1.7687,0.14294,-0.36468,1.6129,0
-0.61457,1.7942,0.14809,-0.33288,1.5782,0
-0.56117,1.8088,0.13894,-0.3029,1.5739,0
-0.55725,1.7977,0.12665,-0.30295,1.6042,0
-0.55369,1.7876,0.11494,-0.30301,1.6345,0
-0.60969,1.7738,0.12292,-0.33475,1.6389,0
-0.61195,1.7836,0.13523,-0.33382,1.6086,0
-2.1188,1.2452,0.12161,-1.3463,1.7251,0
-2.1576,1.2316,0.11767,-1.3779,1.7295,0
-2.202,1.2155,0.12591,-1.4118,1.7052,0
-2.2084,1.2126,0.13791,-1.414,1.6764,0
-2.1777,1.2222,0.15508,-1.3846,1.6415,0
-2.1399,1.2353,0.16051,-1.353,1.6354,0
-2.1325,1.2389,0.1476,-1.3508,1.6653,0
-2.1255,1.2421,0.13463,-1.3485,1.6952,0
-2.1639,1.2287,0.13021,-1.3802,1.7002,0
-2.1707,1.2256,0.14268,-1.3824,1.6708,0
-2.3102,1.1703,0.20772,-1.4721,1.4893,0
-2.285,1.1806,0.19585,-1.4568,1.5246,0
-2.2947,1.1795,0.17618,-1.4721,1.5703,0
-2.3289,1.1685,0.16919,-1.5028,1.5805,0
-2.379,1.1497,0.18777,-1.5371,1.5223,0
-2.3447,1.16,0.19751,-1.5046,1.5058,0
-2.3196,1.1697,0.18706,-1.4884,1.538,0
-2.3539,1.1591,0.17865,-1.5199,1.5514,0
-2.1739,1.2156,0.22903,-1.3555,1.4763,0
-2.1577,1.2233,0.21676,-1.3479,1.5074,0
-2.1816,1.217,0.19704,-1.374,1.5457,0
-2.2211,1.2037,0.19013,-1.4077,1.5528,0
-2.2654,1.1849,0.21449,-1.4333,1.485,0
-2.2199,1.1999,0.2216,-1.3944,1.4806,0
-2.2006,1.2086,0.2095,-1.3842,1.5132,0
-2.2431,1.1944,0.20252,-1.4205,1.5189,0
-2.6651,0.96105,0.3296,-1.5963,0.74983,0
-2.6317,0.95872,0.34186,-1.5618,0.75028,0
-2.5865,0.9745,0.35541,-1.5312,0.79507,0
-2.5747,0.99136,0.35362,-1.5352,0.8394,0
-2.603,1.0012,0.33871,-1.5747,0.87169,0
-2.6425,0.99635,0.32801,-1.6103,0.85964,0
-2.6873,0.98339,0.31907,-1.6409,0.81485,0
-2.6929,0.97376,0.31923,-1.6359,0.78211,0
-2.6575,0.97345,0.33022,-1.601,0.78643,0
-2.622,0.97365,0.34226,-1.5661,0.79075,0
-2.6124,0.98786,0.34119,-1.5704,0.83122,0
-2.6499,0.98519,0.32967,-1.6056,0.82304,0
-2.2182,1.1682,0.34708,-1.327,1.205,0
-2.2206,1.1708,0.33775,-1.3345,1.2234,0
-2.255,1.1601,0.32784,-1.365,1.2269,0
-2.2866,1.1476,0.32687,-1.3881,1.2121,0
-2.266,1.1471,0.3484,-1.3593,1.1751,0
-2.2422,1.1576,0.3479,-1.3432,1.1901,0
-2.2485,1.159,0.33777,-1.3541,1.2085,0
-2.2762,1.1475,0.33749,-1.3737,1.1936,0
-2.2299,1.2033,0.16126,-1.4246,1.6184,0
-2.2449,1.1971,0.17248,-1.433,1.5892,0
-2.1535,1.2295,0.17287,-1.36,1.6055,0
-2.1919,1.2163,0.16697,-1.3923,1.6119,0
-2.2063,1.2101,0.17865,-1.4,1.5824,0
-2.1674,1.2234,0.18506,-1.367,1.5756,0
-2.1507,1.2213,0.24833,-1.3295,1.441,0
-2.1104,1.2354,0.2559,-1.2958,1.4367,0
-2.0548,1.2578,0.25077,-1.2563,1.462,0
-2.0402,1.2651,0.23768,-1.2505,1.4917,0
-2.0798,1.2507,0.23052,-1.283,1.4969,0
-2.1189,1.2368,0.22354,-1.3154,1.5022,0
-2.1346,1.2292,0.23607,-1.3224,1.4716,0
-2.0949,1.2433,0.24332,-1.2894,1.4668,0
-0.85461,1.7301,0.19651,-0.46762,1.5643,0
-0.89667,1.7201,0.20977,-0.49046,1.5512,0
-0.91575,1.7246,0.23211,-0.49716,1.5171,0
-0.89275,1.7405,0.24102,-0.48102,1.4961,0
-0.84302,1.7609,0.23623,-0.45174,1.4897,0
-0.8165,1.7642,0.22302,-0.4386,1.5043,0
-0.79747,1.7574,0.20106,-0.4319,1.5385,0
-0.80493,1.7481,0.19213,-0.43834,1.5579,0
-0.84184,1.7408,0.20531,-0.45795,1.5443,0
-0.87878,1.7331,0.21866,-0.47756,1.5307,0
-0.8609,1.7466,0.22747,-0.46465,1.5102,0
-0.82914,1.7523,0.21415,-0.44828,1.5243,0
-1.8327,1.228,1.064,-0.77292,0.75619,0
-1.8883,1.1572,1.0615,-0.79638,0.73023,0
-1.9074,1.1118,1.1743,-0.76669,0.68297,0
-1.8523,1.1901,1.181,-0.74422,0.70779,0
-1.8417,1.2105,1.1206,-0.75857,0.73199,0
-1.897,1.1361,1.1161,-0.78154,0.70661,0
-2.1898,1.2214,0.088954,-1.4095,1.7924,0
-2.1926,1.2199,0.10141,-1.4096,1.7632,0
-2.1094,1.25,0.08128,-1.3461,1.8163,0
-2.1485,1.2362,0.078848,-1.3778,1.819,0
-2.1512,1.2349,0.091812,-1.3778,1.7892,0
